frame,timestamp,track_id,left_arm_angle,right_arm_angle,trunk_angle,head_tilt_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,pose_detected,similarity_score,left_arm_angle_direction,right_arm_angle_direction,trunk_angle_direction,head_tilt_angle_direction,left_shoulder_angle_direction,right_shoulder_angle_direction,left_knee_angle_direction,right_knee_angle_direction,left_arm_angle_magnitude,right_arm_angle_magnitude,trunk_angle_magnitude,head_tilt_angle_magnitude,left_shoulder_angle_magnitude,right_shoulder_angle_magnitude,left_knee_angle_magnitude,right_knee_angle_magnitude,feedback_messages
13,0.4333376753507014,1,136.627977785425,96.2197932796125,6.3638446134725,178.9217503034717,47.7091379514808,44.84878701764116,86.9622806403063,31.665573938071244,True,86.35540514113615,30.0,90.0,90.0,90.0,90.0,90.0,90.0,100.0,84.16523012400802,90.0,90.0,90.0,90.0,90.0,90.0,76.23017080329427,[]
14,0.46667134268537075,1,136.39324794185436,96.80882962663084,6.435401490422916,178.89888858879357,47.7503373523543,44.39695193671358,86.6432556409735,31.65605242212809,True,87.09232894574919,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,88.02218043570662,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
15,0.50000501002004,1,135.89453180670245,97.05428641039147,6.478621598434715,178.8415010755684,47.890072730894786,44.12542415189291,86.03735526878518,32.031803070122464,True,86.92106296294867,90.0,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,86.39107583760634,90.0,90.0,90.0,90.0,90.0,90.0,[]
16,0.5333386773547094,1,135.69727523152096,97.18704620142658,6.530342308147137,178.83931427629165,47.976029115705,43.8992820285448,85.676524400444,31.897502165400244,True,88.1452768133415,90.0,100.0,90.0,90.0,90.0,90.0,90.0,30.0,90.0,80.48436991035118,90.0,90.0,90.0,90.0,90.0,78.41194207870353,[]
17,0.5666723446893788,1,135.5547170750704,97.3656348001031,6.604120386556283,178.8394836490251,48.076693185725375,43.72891748993637,85.3564252574658,31.606018307615106,True,89.82957704861033,90.0,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,84.09120998676514,90.0,90.0,90.0,90.0,90.0,90.0,[]
18,0.6000060120240481,1,135.179142793922,97.51673372046977,6.62530551780274,178.8343736500373,48.28089021588779,43.66256377451904,85.2127051362066,31.309166921080973,True,89.72718323520583,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,83.11603081148405,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
19,0.6333396793587175,1,135.11739080047928,97.4543834338672,6.736381042467645,178.8473944426537,48.54464794512484,43.82189589159928,85.21592064270332,30.498661941967327,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
20,0.6666733466933867,1,135.43371877380224,97.39966536129567,6.806100862047439,178.84953447925704,48.546688993115325,43.90978320992712,85.24575707780075,29.887459008062848,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
21,0.7000070140280561,1,135.48697230941937,97.31110809642553,6.903280328734504,178.84754136695122,48.67382327054028,43.85773677555703,85.37797816634439,29.168020774188268,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
22,0.7333406813627255,1,135.50146989774186,97.17271004567527,6.985700451537886,178.8509076288944,48.910824716686164,43.955635724357705,85.51927626944688,28.9973060638127,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
23,0.7666743486973948,1,135.42127998025572,97.17771274577042,6.945773258835944,178.85129227551582,48.98365051785066,44.034065157889394,85.45605382510908,29.053867473002878,True,89.58166692336043,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,81.73016117486128,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
24,0.8000080160320642,1,135.3366056178281,97.20613397393477,6.93225505201225,178.85190766015182,49.071067274370364,44.058617722183264,85.40405004516741,29.082488758488232,True,88.33259631554903,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,69.83425062427642,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
25,0.8333416833667335,1,135.147627005975,97.31040303088115,6.803557245751514,178.84237691827727,49.17505711370191,44.192178532874095,85.04732980143454,30.2143909312817,True,89.37411816316418,90.0,100.0,90.0,90.0,90.0,90.0,90.0,30.0,90.0,91.01183256946385,90.0,90.0,90.0,90.0,90.0,81.93930695344218,[]
26,0.8666753507014028,1,134.73217971583819,97.60709343909829,6.740735036835017,178.8116438761587,49.12332351910996,44.065068900133724,84.61169667354396,32.65393340910941,True,88.07776296376717,90.0,90.0,90.0,90.0,90.0,90.0,90.0,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,60.79322753620484,[]
27,0.9000090180360721,1,134.56738145920332,97.65748074000675,6.6816335001430165,178.81152155243947,49.14378506742587,44.0813732410441,84.53551424829031,32.77323903352257,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
28,0.9333426853707415,1,134.50140788829296,97.81531688572773,6.662170713023467,178.82005369231047,49.06476233396034,44.025687424124094,84.27447043179481,33.91693142000873,True,85.80757671233893,30.0,90.0,90.0,90.0,90.0,90.0,90.0,30.0,87.15419470910348,90.0,90.0,90.0,90.0,90.0,90.0,81.61103622523065,[]
29,0.9666763527054109,1,133.59443297147632,97.51317123609172,6.581556663046806,178.82078310247562,49.45186501213029,44.15914083530916,84.08403193588076,34.721589993773776,True,88.19711886265748,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,98.54398916816649,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
30,1.00001002004008,1,133.17788969986523,97.58958802638139,6.5146183695322755,178.80450337320926,49.59728876056411,44.09238800008944,83.9013192599456,34.82465827330005,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
31,1.0333436873747495,1,132.8496192914928,97.73407731751848,6.5031929050492,178.81424779681683,49.5607363958311,43.92890832461922,83.87178425628281,35.48467608303771,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
32,1.0666773547094188,1,132.28908489396807,97.73300922109932,6.467343650088793,178.84042690294328,49.60425653212716,43.98902295999738,83.82588525042901,35.273252253793316,True,86.02308294864106,100.0,30.0,90.0,90.0,90.0,90.0,90.0,90.0,74.55398697524714,88.99918396419153,90.0,90.0,90.0,90.0,90.0,90.0,[]
33,1.1000110220440882,1,131.9602470843602,97.77226755594765,6.407595157823021,178.84236172183458,49.66299580866246,43.927677058915734,83.61083362980482,35.22987295599825,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
34,1.1333446893787575,1,131.72000406616903,97.75134207734992,6.373229582186287,178.86650708781897,49.61654656081322,43.94877493996207,83.635267018076,35.17877493368034,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
35,1.166678356713427,1,131.67302222307097,97.85948802170473,6.323632311751578,178.88398799577863,49.519618047388136,43.91122941061508,83.67551369594476,35.36401373225558,True,83.1,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,50.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
36,1.2000120240480963,1,131.7077417755359,97.85773214458017,6.281245392260208,178.9008658631959,49.47758397473987,43.931097298827304,83.70444069553135,35.51378047103193,True,88.28686523508816,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,69.39871652464916,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
37,1.2333456913827656,1,132.00026809036373,97.88298226044259,6.252864751993395,178.91766217489095,49.45883233165797,43.92436005368361,83.78907305393736,35.625078587330385,True,85.54414381556921,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,73.27756014827827,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
38,1.266679358717435,1,131.99818448668108,97.97042328089758,6.2133938744372745,178.94568522730287,49.39696322870182,43.8619256585292,83.83569490860704,35.66318387771596,True,90.02556805886678,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,85.95779103682645,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
39,1.3000130260521043,1,132.3534840449543,98.31985723293369,6.069940906817815,178.97878848405952,49.16169268788981,43.69932169350006,83.88485300136864,34.93377367295748,True,87.23854681618688,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,59.41473158273226,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
40,1.3333466933867735,1,130.22959234484225,98.1101045226344,5.902076349347501,178.96423614398861,49.9130567340893,43.60986215064992,84.78681997765126,35.07392947546895,True,86.67982720093192,30.0,100.0,90.0,90.0,90.0,90.0,90.0,90.0,81.43175600112073,88.37612210299284,90.0,90.0,90.0,90.0,90.0,90.0,[]
41,1.3666803607214428,1,130.32072386245505,98.17699397371506,5.74900720566416,179.01989181016285,49.5907222679498,43.7641172832729,84.74404694720927,35.43639066116966,True,83.1,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,50.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
42,1.4000140280561122,1,130.88288929135538,98.07090551350038,5.794796105032433,179.0131363409823,49.52330919043564,43.8906255780172,84.73494238476097,34.87307739052046,True,85.76418015034534,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,75.37314428900316,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
43,1.4333476953907816,1,131.47223309609757,98.16360423465873,5.727412273957333,179.02328325713373,49.24386597371211,43.880529972704046,85.09893647080236,34.96954380019511,True,90.5979630649793,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.4091720474218,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
44,1.466681362725451,1,130.87147731899057,97.9926587939527,5.818885233511604,179.0394968338587,49.33897071625561,43.956988158616625,85.66844856820549,35.115152788422755,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
45,1.5000150300601203,1,131.646764556971,97.64821148375646,5.759314185506685,179.03601002391105,48.99689790647757,44.02340223602787,85.75782456074506,34.99737527109085,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
46,1.5333486973947896,1,131.10151187758203,97.54014941715377,5.6667819504610035,179.01799638534416,49.14488376639934,44.094931863410714,85.70953040146696,35.74603306263363,True,88.03100955329126,100.0,100.0,90.0,90.0,90.0,90.0,90.0,90.0,65.12883179388979,87.54744966602686,90.0,90.0,90.0,90.0,90.0,90.0,[]
47,1.566682364729459,1,130.81869132871842,97.20602354776818,5.671104265671595,178.98726623684962,49.39251390937954,44.30498984458233,85.72785144802071,36.739166610823546,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
48,1.6000160320641283,1,129.08840403674168,97.39725487398994,5.761654730107053,179.0102450295699,50.13637721032356,44.15271412285889,85.64363520899973,36.52138668622438,True,87.55215210595728,100.0,30.0,90.0,90.0,90.0,90.0,90.0,90.0,96.56258308023268,81.55315126221765,90.0,90.0,90.0,90.0,90.0,90.0,[]
49,1.6333496993987977,1,129.19639265936388,97.50969097833992,5.7898444528142194,179.0019794382678,50.11242824780024,44.10424793335866,85.33407427812118,36.04140592493156,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
50,1.666683366733467,1,129.68928418885994,97.47741943078464,5.791606157712852,178.99001828030507,50.078307029955724,44.20048596789264,85.09625622135613,35.410217427862165,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
51,1.7000170340681364,1,130.2072716292887,97.40457978842048,5.804384629216379,178.9780888768551,50.06620607444095,44.309966341092775,84.86547877339191,34.68913798834911,True,90.4520079574502,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0191234042876,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
52,1.7333507014028056,1,130.60543226283227,97.2303764091692,5.808787485025074,178.9578886681315,50.19627714228546,44.49182776008199,85.03079312446374,34.38470564442831,True,90.65937066522076,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.99400633543576,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
53,1.766684368737475,1,130.90562665582897,97.12444192933594,5.844594405446897,178.93412320099966,50.20611721319947,44.55778212538624,85.3028067400694,33.964233867859654,True,83.1,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,50.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
54,1.8000180360721443,1,130.51921905988655,97.33872947926054,5.586220060772219,178.91757914963924,50.11552001087558,44.40335146426837,85.462829800769,34.18621184762707,True,88.16583829073953,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,68.24607895942407,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
55,1.8333517034068136,1,131.10047384149573,97.62013502073405,5.655616158955198,178.9302279701198,49.873460381758,44.284826387592645,85.30620804479,34.134652013945654,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
56,1.866685370741483,1,131.38357723477222,97.37965135042117,5.7039074032830355,178.90542683555594,50.00177765167041,44.387871672812125,85.15034635276257,33.480905692199265,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
57,1.9000190380761524,1,131.68624564675306,97.28534122746733,5.725316474644499,178.87481123714875,50.13180571768886,44.45418312341779,85.18299334617105,33.39077173318778,True,90.48129054910154,90.0,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.29800522953849,90.0,90.0,90.0,90.0,90.0,90.0,[]
58,1.9333527054108217,1,131.704356596024,97.45305441784286,5.751176895733849,178.8552874721959,50.05994676382315,44.40501601456355,85.02890893692653,32.633955995811505,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
59,1.966686372745491,1,132.16768318786177,97.44926322280246,5.733283496738239,178.8498714101939,50.11679793779748,44.46449976552673,85.1045180985973,32.84343163195559,True,86.25,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,50.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
60,2.00002004008016,1,131.98968298405165,97.61929428003867,5.7350535627215535,178.8471592374621,50.19439323438133,44.43446057231608,85.09097910565703,32.17649287785344,True,85.56968788900062,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,73.52083703810109,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
61,2.03335370741483,1,131.23615355747032,97.87339982460362,5.578713055937716,178.87950449766024,50.16422032784229,44.40951972957356,85.34028287002525,32.88027116296666,True,87.7227581679104,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,94.02626826581326,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
62,2.066687374749499,1,129.9894496097168,98.25614409255367,5.358404824987669,178.83136504948482,50.475973169874734,44.38044490150521,85.32658297883901,31.190387859095335,True,88.07498817621628,100.0,90.0,90.0,90.0,90.0,90.0,90.0,30.0,81.8362324775353,90.0,90.0,90.0,90.0,90.0,90.0,72.3481076021446,[]
63,2.1000210420841685,1,129.11751130487028,98.03490576880365,5.387543216298053,178.80426384901511,50.936615521906816,44.500394936612615,85.47826150542863,31.02606893950944,True,87.11549379508882,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,58.24279804846498,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
64,2.1333547094188376,1,129.2677626649111,97.93094034755899,5.457976410496297,178.81818746380026,51.041151758760826,44.47252413789886,85.47197458861652,30.716252066314105,True,90.54929110804284,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.94562960040804,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
65,2.1666883767535072,1,129.23544174508515,97.67813781853152,5.609368341346111,178.83042407970723,51.00320386337709,44.471643404206624,85.62877205064896,30.092119167207745,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
66,2.2000220440881764,1,129.28867484951482,97.65357779551937,5.690297869428332,178.87794803192364,51.048038948660015,44.47697508637173,85.57717307292275,28.609573140984303,True,86.04582292602082,30.0,90.0,90.0,90.0,90.0,90.0,90.0,100.0,80.08816704429677,90.0,90.0,90.0,90.0,90.0,90.0,79.61615389627597,[]
67,2.233355711422846,1,128.85543229575325,97.63528015244991,5.475907825128423,178.87714948874836,50.544781496921225,44.83606141267865,85.75182327051738,29.02135946376507,True,90.24896389522294,90.0,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,88.08537043069464,90.0,90.0,90.0,90.0,90.0,90.0,[]
68,2.266689378757515,1,127.79585029519895,97.3843870884716,4.966712654215706,178.8795603865894,50.85600441608412,45.99266655770769,85.31037235891071,31.004268606111765,True,87.52287044510189,30.0,90.0,90.0,90.0,90.0,100.0,90.0,100.0,90.46237799445677,90.0,90.0,90.0,90.0,91.12720674970959,90.0,74.456115627555,[]
69,2.300023046092184,1,127.00047696726007,97.16112462360248,4.848534190042911,178.8873581461951,50.99920518587973,46.52807564913501,85.07765531383662,31.938347235979105,True,88.41810722933582,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,70.64864027938881,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
70,2.333356713426854,1,126.86130959856597,97.51531465912443,4.733119805250853,178.8752059224771,51.03609264594241,46.45116706857098,85.09527194650997,31.95797891080452,True,89.74017812712881,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,83.23979168694109,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
71,2.366690380761523,1,126.95865823216853,97.32487606317059,4.766268642120151,178.82433997923118,50.94851136639925,46.35068948882922,85.20752727290888,31.560890086198665,True,90.52303142028269,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.69553733602561,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
72,2.4000240480961925,1,126.92130888607898,97.22597657759418,4.729226377418156,178.76282598102392,50.84695875984069,46.28508453186209,85.39433322406353,31.29497716592394,True,86.10394452339403,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,78.60899546089556,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
73,2.4333577154308617,1,126.95609753000555,97.01325591080719,4.829170047266318,178.733654515033,50.79857375407965,46.099107504207225,85.48013561677732,30.756813027557637,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
74,2.4666913827655312,1,127.14006882794524,97.41930081771164,4.67987741307491,178.7797075177759,50.428101727154655,46.079238904077734,84.91584270812126,31.505286218934504,True,90.48584920283668,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.34142097939693,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
75,2.5000250501002004,1,127.58949823341767,97.1703026328549,4.251605130060901,178.83818522291799,49.968860445647564,46.484663166879116,84.56026383811341,32.338666506593476,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
76,2.53335871743487,1,128.51846328986974,96.4504208906373,4.071080127100628,178.86904644286955,49.76145945393581,46.729788015570506,84.04936706952881,32.720701075026135,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
77,2.566692384769539,1,128.93676419324245,96.00348814453739,4.0420668274684814,178.8940336615037,49.74751626033103,46.98232486909244,83.62611548784093,32.80999193171561,True,87.52094016354134,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,92.10419203372709,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
78,2.6000260521042087,1,128.6949365288461,95.98672232047902,4.076122974243627,178.9278343391845,49.844079627503284,46.94874778640278,83.66507066475683,32.157510567248394,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
79,2.633359719438878,1,128.62308781044422,95.58906344208091,4.131927570003074,178.95432689116532,49.984090166049064,47.02925617914395,83.58441056333686,31.653483591453643,True,87.45879168731801,90.0,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.51230178398109,90.0,90.0,90.0,90.0,90.0,90.0,[]
80,2.666693386773547,1,128.65750241171406,95.21572131222247,4.186294165032488,178.954253633837,50.07267004156078,47.06780450155619,83.57910187086304,30.38193242818779,True,85.61150263942825,30.0,90.0,90.0,90.0,90.0,90.0,90.0,30.0,85.48222001269849,90.0,90.0,90.0,90.0,90.0,90.0,81.0248439455691,[]
81,2.7000270541082165,1,128.55305804977684,95.1871184713985,4.206111702974735,178.9344694602636,50.331356052843184,46.9191051034209,83.80660806442938,30.42618167904388,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
82,2.7333607214428857,1,128.27304427451634,95.13143781055022,4.205333001372262,178.9557300459804,50.33154850615672,46.83113200334149,83.66394232612741,30.092670298879437,True,87.28353880902354,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,89.84322675260515,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
83,2.7666943887775552,1,127.81182795883849,94.77237752098748,4.2394660540932625,178.95614733669026,50.46788819662984,46.85623057292306,83.48721040983801,29.731374673180017,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
84,2.8000280561122244,1,127.31267529843377,94.53112280262654,4.261347295838269,178.960070073592,50.682387711183644,46.877987988952206,83.35105261608854,29.612093674098777,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
85,2.833361723446894,1,126.92646274825327,94.27993970271417,4.2646763885519,178.95897410147012,50.89127106399095,46.94897203322033,83.25627098410591,29.671025838302246,True,87.35186238768952,30.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.49392750180502,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
86,2.866695390781563,1,126.64511346047595,94.05840748370714,4.238066633412455,178.96528628702288,51.01017393296501,47.04592670602919,83.14076576022002,29.8259991364961,True,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,[]
